accession	type	gene	product	parts
NC_027615.1	rRNA		16S ribosomal RNA	0-2201:1
NC_027615.1	CDS	COX3	cytochrome c oxidase subunit III	2270-3059:1
NC_027615.1	CDS	COX1	cytochrome c oxidase subunit I	3175-4068:1,4921-5621:1
NC_027615.1	CDS		homing endonuclease	4222-4894:1
NC_027615.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5661-5961:1
NC_027615.1	CDS	ATP8	ATP synthase F0 subunit 8	5985-6201:1
NC_027615.1	CDS	ATP6	ATP synthase F0 subunit 6	6231-6921:1
NC_027615.1	CDS	ND5	NADH dehydrogenase subunit 5	6940-7666:1,9337-10525:1
NC_027615.1	CDS	ND1	NADH dehydrogenase subunit 1	7879-8863:1
NC_027615.1	CDS	ND3	NADH dehydrogenase subunit 3	8869-9226:1
NC_027615.1	tRNA		tRNA-Trp	10531-10601:1
NC_027615.1	CDS	ND2	NADH dehydrogenase subunit 2	10973-12083:1
NC_027615.1	rRNA		12S ribosomal RNA	12132-13214:1
NC_027615.1	CDS	COX2	cytochrome c oxidase subunit II	13267-14014:1
NC_027615.1	CDS	ND4	NADH dehydrogenase subunit 4	14019-15495:1
NC_027615.1	CDS	ND6	NADH dehydrogenase subunit 6	15508-16108:1
NC_027615.1	CDS	CYTB	cytochrome b	16168-17317:1
NC_027615.1	tRNA		tRNA-Met	17375-17446:1
NC_027614.1	rRNA		16S ribosomal RNA	0-2191:1
NC_027614.1	CDS	COX3	cytochrome c oxidase subunit III	2261-3050:1
NC_027614.1	CDS	COX1	cytochrome c oxidase subunit I	3275-4165:1,5030-5712:1
NC_027614.1	CDS		homing endonuclease	4319-5018:1
NC_027614.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5864-6164:1
NC_027614.1	CDS	ATP8	ATP synthase F0 subunit 8	6189-6405:1
NC_027614.1	CDS	ATP6	ATP synthase F0 subunit 6	6438-7128:1
NC_027614.1	CDS	ND5	NADH dehydrogenase subunit 5	7186-7903:1,9814-10930:1
NC_027614.1	CDS	ND1	NADH dehydrogenase subunit 1	8126-9110:1
NC_027614.1	CDS	ND3	NADH dehydrogenase subunit 3	9116-9473:1
NC_027614.1	tRNA		tRNA-Trp	11177-11247:1
NC_027614.1	rRNA		12S ribosomal RNA	12725-13807:1
NC_027614.1	CDS	COX2	cytochrome c oxidase subunit II	13860-14601:1
NC_027614.1	CDS		ORFA	14610-15945:1
NC_027614.1	CDS	ND4	NADH dehydrogenase subunit 4	15987-17454:1
NC_027614.1	CDS	ND6	NADH dehydrogenase subunit 6	17467-18067:1
NC_027614.1	CDS	CYTB	cytochrome b	18094-19246:1
NC_027614.1	tRNA		tRNA-Met	19656-19727:1
NC_027612.1	rRNA		16S ribosomal RNA	0-2192:1
NC_027612.1	CDS	COX3	cytochrome c oxidase subunit III	2262-3051:1
NC_027612.1	CDS	COX1	cytochrome c oxidase subunit I	3177-4070:1,4926-5626:1
NC_027612.1	CDS		homing endonuclease	4224-4926:1
NC_027612.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5666-5966:1
NC_027612.1	CDS	ATP8	ATP synthase F0 subunit 8	5990-6221:1
NC_027612.1	CDS	ATP6	ATP synthase F0 subunit 6	6228-6918:1
NC_027612.1	CDS	ND5	NADH dehydrogenase subunit 5	6937-7654:1,9302-10403:1
NC_027612.1	CDS	ND1	NADH dehydrogenase subunit 1	7878-8862:1
NC_027612.1	CDS	ND3	NADH dehydrogenase subunit 3	8868-9225:1
NC_027612.1	CDS		ORFA	10420-10720:1
NC_027612.1	tRNA		tRNA-Trp	11055-11125:1
NC_027612.1	CDS	ND2	NADH dehydrogenase subunit 2	11497-12607:1
NC_027612.1	rRNA		12S ribosomal RNA	12656-13738:1
NC_027612.1	CDS	COX2	cytochrome c oxidase subunit II	13768-14515:1
NC_027612.1	CDS	ND4	NADH dehydrogenase subunit 4	14562-16032:1
NC_027612.1	CDS	ND6	NADH dehydrogenase subunit 6	16045-16645:1
NC_027612.1	CDS	CYTB	cytochrome b	16759-17908:1
NC_027612.1	tRNA		tRNA-Met	17967-18038:1
NC_027611.1	rRNA		16S ribosomal RNA	0-2084:1
NC_027611.1	CDS	COX3	cytochrome c oxidase subunit III	2156-2942:1
NC_027611.1	CDS	COX1	cytochrome c oxidase subunit I	3096-3989:1,4842-5542:1
NC_027611.1	CDS		homing endonuclease	4143-4818:1
NC_027611.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5582-5882:1
NC_027611.1	CDS	ATP8	ATP synthase F0 subunit 8	5906-6122:1
NC_027611.1	CDS	ATP6	ATP synthase F0 subunit 6	6153-6843:1
NC_027611.1	CDS	ND5	NADH dehydrogenase subunit 5	6861-7577:1,9461-10578:1
NC_027611.1	CDS	ND1	NADH dehydrogenase subunit 1	7801-8785:1
NC_027611.1	CDS	ND3	NADH dehydrogenase subunit 3	8791-9148:1
NC_027611.1	tRNA		tRNA-Trp	10728-10798:1
NC_027611.1	CDS	ND2	NADH dehydrogenase subunit 2	11141-12251:1
NC_027611.1	rRNA		12S ribosomal RNA	12299-13355:1
NC_027611.1	CDS	COX2	cytochrome c oxidase subunit II	13408-14413:1
NC_027611.1	CDS		ORFA	14200-14413:1
NC_027611.1	CDS	ND4	NADH dehydrogenase subunit 4	14428-15895:1
NC_027611.1	CDS	ND6	NADH dehydrogenase subunit 6	15908-16508:1
NC_027611.1	CDS	CYTB	cytochrome b	16517-17684:1
NC_027611.1	tRNA		tRNA-Met	17745-17816:1
NC_027610.1	rRNA		16S ribosomal RNA	0-2200:1
NC_027610.1	CDS	COX3	cytochrome c oxidase subunit III	2724-3420:1
NC_027610.1	CDS		ORFC	3426-4671:1
NC_027610.1	CDS	COX1	cytochrome c oxidase subunit I	4810-6394:1
NC_027610.1	CDS	ND4L	NADH dehydrogenase subunit 4L	6607-6907:1
NC_027610.1	CDS	COX2	cytochrome c oxidase subunit II	6938-7676:1
NC_027610.1	CDS	ND4	NADH dehydrogenase subunit 4	7694-9161:1
NC_027610.1	CDS	ND6	NADH dehydrogenase subunit 6	9174-9768:1
NC_027610.1	CDS	CYTB	cytochrome b	9798-10947:1
NC_027610.1	CDS	ATP8	ATP synthase F0 subunit 8	11577-11796:1
NC_027610.1	CDS	ATP6	ATP synthase F0 subunit 6	11797-12487:1
NC_027610.1	CDS	ND5	NADH dehydrogenase subunit 5	12506-13223:1,15381-16494:1
NC_027610.1	CDS	ND1	NADH dehydrogenase subunit 1	13447-14431:1
NC_027610.1	CDS	ND3	NADH dehydrogenase subunit 3	14437-14794:1
NC_027610.1	tRNA		tRNA-Trp	16541-16611:1
NC_027610.1	CDS	ND2	NADH dehydrogenase subunit 2	16916-18026:1
NC_027610.1	rRNA		12S ribosomal RNA	18076-19150:1
NC_027610.1	tRNA		tRNA-Met	19504-19575:1
NC_027590.1	CDS	ND5	NADH dehydrogenase subunit 5	0-719:1,12018-13135:1
NC_027590.1	CDS	ND1	NADH dehydrogenase subunit 1	1052-2036:1
NC_027590.1	CDS	CYTB	cytochrome b	2163-3327:1
NC_027590.1	CDS	ND2	NADH dehydrogenase subunit 2	3965-5063:1
NC_027590.1	CDS	ND6	NADH dehydrogenase subunit 6	5096-5690:1
NC_027590.1	CDS	ATP6	ATP synthase F0 subunit 6	5772-6471:1
NC_027590.1	CDS	ND4	NADH dehydrogenase subunit 4	6772-8248:1
NC_027590.1	rRNA	rns	12S ribosomal RNA	8338-9403:1
NC_027590.1	CDS	COX3	cytochrome c oxidase subunit III	9622-10411:1
NC_027590.1	CDS	COX2	cytochrome c oxidase subunit II	10448-11192:1
NC_027590.1	CDS	ND4L	NADH dehydrogenase subunit 4L	11245-11545:1
NC_027590.1	CDS	ND3	NADH dehydrogenase subunit 3	11563-11920:1
NC_027590.1	tRNA	trnW	tRNA-Trp	13175-13245:1
NC_027590.1	CDS	ATP8	ATP synthase F0 subunit 8	13277-13493:1
NC_027590.1	CDS	COX1	cytochrome c oxidase subunit I	13616-14510:1,15474-16158:1
NC_027590.1	tRNA	trnM	tRNA-Met	16280-16351:1
NC_027590.1	rRNA	rnl	16S ribosomal RNA	16386-18639:1
NC_027526.1	CDS	COX1	cytochrome c oxidase subunit I	0-894:1,1859-2543:1
NC_027526.1	tRNA		tRNA-Ile	1334-1402:1
NC_027526.1	tRNA		tRNA-Pro	1631-1700:1
NC_027526.1	tRNA		tRNA-Met	2638-2709:1
NC_027526.1	tRNA		tRNA-Tyr	3265-3341:1
NC_027526.1	tRNA		tRNA-Tyr	3401-3464:1
NC_027526.1	rRNA		large subunit ribosomal RNA	3520-4957:1
NC_027526.1	tRNA		tRNA-Ser	3602-3674:1
NC_027526.1	CDS	ND5	NADH dehydrogenase subunit 5	5200-5923:1,17056-18169:1
NC_027526.1	CDS	ND1	NADH dehydrogenase subunit 1	6259-7237:1
NC_027526.1	CDS	CYTB	cytochrome b	7358-8519:1
NC_027526.1	tRNA		tRNA-Met	8656-8727:1
NC_027526.1	CDS	ND2	NADH dehydrogenase subunit 2	9088-10186:1
NC_027526.1	CDS	ND6	NADH dehydrogenase subunit 6	10198-10813:1
NC_027526.1	CDS	ATP6	ATP synthase F0 subunit 6	10886-11585:1
NC_027526.1	CDS	ND4	NADH dehydrogenase subunit 4	11847-13323:1
NC_027526.1	rRNA		small subunit ribosomal RNA	13349-14456:1
NC_027526.1	CDS	COX3	cytochrome c oxidase subunit III	14661-15450:1
NC_027526.1	CDS	COX2	cytochrome c oxidase subunit II	15485-16229:1
NC_027526.1	CDS	ND4L	NADH dehydrogenase subunit 4L	16282-16582:1
NC_027526.1	CDS	ND3	NADH dehydrogenase subunit 3	16596-16953:1
NC_027526.1	tRNA		tRNA-Trp	18208-18278:1
NC_027526.1	CDS	ATP8	ATP synthase F0 subunit 8	18310-18526:1
NC_027106.1	CDS	ND5	NADH dehydrogenase subunit 5	14171-14891:1,12763-13882:1
NC_027106.1	CDS	COX1	cytochrome c oxidase subunit I	0-897:1,2095-2797:1
NC_027106.1	CDS	COX3	cytochrome c oxidase subunit III	2955-3744:1
NC_027106.1	CDS	COX2	cytochrome c oxidase subunit II	3795-4551:1
NC_027106.1	CDS	ND2	NADH dehydrogenase subunit 2	5479-6577:1
NC_027106.1	rRNA		small subunit ribosomal RNA	6577-7803:1
NC_027106.1	CDS	ND4	NADH dehydrogenase subunit 4	9600-11076:1
NC_027106.1	CDS	ND6	NADH dehydrogenase subunit 6	11116-11722:1
NC_027106.1	CDS	ATP6	ATP synthase F0 subunit 6	11778-12477:1
NC_027106.1	tRNA		tRNA-Trp	13964-14034:1
NC_027106.1	tRNA		tRNA-Met	15393-15464:1
NC_027106.1	rRNA		large subunit ribosomal RNA	15464-17908:1
NC_027106.1	CDS	ND1	NADH dehydrogenase subunit 1	18107-19091:1
NC_027106.1	CDS	CYTB	cytochrome b	19311-20451:1
NC_027106.1	CDS	ND4L	NADH dehydrogenase subunit 4L	20695-20995:1
NC_027106.1	CDS	ND3	NADH dehydrogenase subunit 3	21046-21403:1
NC_027106.1	CDS	ATP8	ATP synthase F0 subunit 8	21744-21957:1
NC_027104.1	CDS	ND5	NADH dehydrogenase subunit 5	0-720:1,19441-20560:1
NC_027104.1	tRNA		tRNA-Met	1226-1297:1
NC_027104.1	rRNA		large subunit ribosomal RNA	1297-3652:1
NC_027104.1	CDS	ND1	NADH dehydrogenase subunit 1	3837-4821:1
NC_027104.1	CDS	CYTB	cytochrome b	5106-6267:1
NC_027104.1	CDS	ND4L	NADH dehydrogenase subunit 4L	6372-6672:1
NC_027104.1	CDS	ND3	NADH dehydrogenase subunit 3	6734-7091:1
NC_027104.1	CDS	ATP8	ATP synthase F0 subunit 8	7697-7907:1
NC_027104.1	CDS	COX1	cytochrome c oxidase subunit I	7985-8882:1,10088-10772:1
NC_027104.1	CDS	COX3	cytochrome c oxidase subunit III	10967-11756:1
NC_027104.1	CDS	COX2	cytochrome c oxidase subunit II	11807-12563:1
NC_027104.1	CDS	ND2	NADH dehydrogenase subunit 2	13086-14184:1
NC_027104.1	rRNA		small subunit ribosomal RNA	14184-15488:1
NC_027104.1	CDS	ND4	NADH dehydrogenase subunit 4	16250-17726:1
NC_027104.1	CDS	ND6	NADH dehydrogenase subunit 6	17766-18381:1
NC_027104.1	CDS	ATP6	ATP synthase F0 subunit 6	18539-19238:1
NC_027104.1	tRNA		tRNA-Trp	20647-20717:1
NC_027103.1	CDS	ND5	NADH dehydrogenase subunit 5	0-720:1,18733-19852:1
NC_027103.1	tRNA		tRNA-Met	1222-1293:1
NC_027103.1	rRNA		large subunit ribosomal RNA	1293-3643:1
NC_027103.1	CDS	ND1	NADH dehydrogenase subunit 1	3830-4814:1
NC_027103.1	CDS	CYTB	cytochrome b	5103-6264:1
NC_027103.1	CDS	ND4L	NADH dehydrogenase subunit 4L	6393-6693:1
NC_027103.1	CDS	ND3	NADH dehydrogenase subunit 3	6755-7112:1
NC_027103.1	CDS	ATP8	ATP synthase F0 subunit 8	7255-7465:1
NC_027103.1	CDS	COX1	cytochrome c oxidase subunit I	7542-8439:1,9643-10327:1
NC_027103.1	CDS	COX3	cytochrome c oxidase subunit III	10409-11198:1
NC_027103.1	CDS	COX2	cytochrome c oxidase subunit II	11249-12005:1
NC_027103.1	CDS	ND2	NADH dehydrogenase subunit 2	12541-13639:1
NC_027103.1	rRNA		small subunit ribosomal RNA	13639-14942:1
NC_027103.1	CDS	ND4	NADH dehydrogenase subunit 4	15361-16837:1
NC_027103.1	CDS	ND6	NADH dehydrogenase subunit 6	16988-17600:1
NC_027103.1	CDS	ATP6	ATP synthase F0 subunit 6	17830-18529:1
NC_027103.1	tRNA		tRNA-Trp	19912-19983:1
NC_027102.1	tRNA		tRNA-Met	0-71:1
NC_027102.1	rRNA		large subunit ribosomal RNA	71-2786:1
NC_027102.1	CDS	ND5	NADH dehydrogenase subunit 5	2786-3506:1,14037-15156:1
NC_027102.1	CDS	ND1	NADH dehydrogenase subunit 1	4219-5203:1
NC_027102.1	CDS	CYTB	cytochrome b	5436-6615:1
NC_027102.1	CDS	ND4L	NADH dehydrogenase subunit 4L	6596-6896:1
NC_027102.1	CDS	ND3	NADH dehydrogenase subunit 3	6958-7315:1
NC_027102.1	CDS	ATP8	ATP synthase F0 subunit 8	7506-7725:1
NC_027102.1	CDS	COX1	cytochrome c oxidase subunit I	7784-8681:1,9946-10651:1
NC_027102.1	CDS	ND4	NADH dehydrogenase subunit 4	10710-12189:1
NC_027102.1	CDS	ND6	NADH dehydrogenase subunit 6	12220-12832:1
NC_027102.1	CDS	ATP6	ATP synthase F0 subunit 6	13042-13741:1
NC_027102.1	tRNA		tRNA-Trp	15200-15269:1
NC_027102.1	CDS	COX3	cytochrome c oxidase subunit III	15639-16428:1
NC_027102.1	CDS	COX2	cytochrome c oxidase subunit II	16472-17240:1
NC_027102.1	CDS	ND2	NADH dehydrogenase subunit 2	17934-19032:1
NC_027102.1	rRNA		small subunit ribosomal RNA	19032-20288:1
NC_027101.1	CDS	ND5	NADH dehydrogenase subunit 5	0-720:1,18814-19933:1
NC_027101.1	tRNA		tRNA-Met	1233-1304:1
NC_027101.1	rRNA		large subunit ribosomal RNA	1304-3653:1
NC_027101.1	CDS	ND1	NADH dehydrogenase subunit 1	3838-4822:1
NC_027101.1	CDS	CYTB	cytochrome b	5106-6267:1
NC_027101.1	CDS	ND4L	NADH dehydrogenase subunit 4L	6396-6696:1
NC_027101.1	CDS	ND3	NADH dehydrogenase subunit 3	6758-7115:1
NC_027101.1	CDS	ATP8	ATP synthase F0 subunit 8	7258-7468:1
NC_027101.1	CDS	COX1	cytochrome c oxidase subunit I	7545-8442:1,9648-10332:1
NC_027101.1	CDS	COX3	cytochrome c oxidase subunit III	10527-11316:1
NC_027101.1	CDS	COX2	cytochrome c oxidase subunit II	11367-12123:1
NC_027101.1	CDS	ND2	NADH dehydrogenase subunit 2	12664-13762:1
NC_027101.1	rRNA		small subunit ribosomal RNA	13762-15066:1
NC_027101.1	CDS	ND4	NADH dehydrogenase subunit 4	15497-16973:1
NC_027101.1	CDS	ND6	NADH dehydrogenase subunit 6	17069-17681:1
NC_027101.1	CDS	ATP6	ATP synthase F0 subunit 6	17911-18610:1
NC_027101.1	tRNA		tRNA-Trp	19994-20064:1
NC_027100.1	CDS	ND5	NADH dehydrogenase subunit 5	0-720:1,19511-20630:1
NC_027100.1	tRNA		tRNA-Met	1236-1307:1
NC_027100.1	rRNA		large subunit ribosomal RNA	1307-3659:1
NC_027100.1	CDS	ND1	NADH dehydrogenase subunit 1	3844-4828:1
NC_027100.1	CDS	CYTB	cytochrome b	5114-6275:1
NC_027100.1	CDS	ND4L	NADH dehydrogenase subunit 4L	6403-6703:1
NC_027100.1	CDS	ND3	NADH dehydrogenase subunit 3	6765-7122:1
NC_027100.1	CDS	ATP8	ATP synthase F0 subunit 8	7747-7957:1
NC_027100.1	CDS	COX1	cytochrome c oxidase subunit I	8035-8932:1,10140-10824:1
NC_027100.1	CDS	COX3	cytochrome c oxidase subunit III	11019-11808:1
NC_027100.1	CDS	COX2	cytochrome c oxidase subunit II	11859-12615:1
NC_027100.1	CDS	ND2	NADH dehydrogenase subunit 2	13012-14110:1
NC_027100.1	rRNA		small subunit ribosomal RNA	14110-15414:1
NC_027100.1	CDS	ND4	NADH dehydrogenase subunit 4	16251-17727:1
NC_027100.1	CDS	ND6	NADH dehydrogenase subunit 6	17767-18379:1
NC_027100.1	CDS	ATP6	ATP synthase F0 subunit 6	18609-19308:1
NC_027100.1	tRNA		tRNA-Trp	20717-20787:1
NC_026531.1	tRNA		tRNA-Met	0-71:1
NC_026531.1	rRNA		large subunit ribosomal RNA	71-2413:1
NC_026531.1	CDS	ND5	NADH dehydrogenase subunit 5	2900-3620:1,15144-16260:1
NC_026531.1	CDS	ND1	NADH dehydrogenase subunit 1	3965-4949:1
NC_026531.1	CDS	CYTB	cytochrome b	5054-6209:1
NC_026531.1	CDS	ND2	NADH dehydrogenase subunit 2	6929-8027:1
NC_026531.1	CDS	ND6	NADH dehydrogenase subunit 6	8058-8652:1
NC_026531.1	CDS	ATP6	ATP synthase F0 subunit 6	8710-9409:1
NC_026531.1	CDS	ND4	NADH dehydrogenase subunit 4	9835-11311:1
NC_026531.1	rRNA	ND5	small subunit ribosomal RNA	11352-12466:1
NC_026531.1	CDS	COX3	cytochrome c oxidase subunit III	12736-13525:1
NC_026531.1	CDS	COX2	cytochrome c oxidase subunit II	13561-14305:1
NC_026531.1	CDS	ND4L	NADH dehydrogenase subunit 4L	14341-14641:1
NC_026531.1	CDS	ND3	NADH dehydrogenase subunit 3	14655-15012:1
NC_026531.1	tRNA		tRNA-Trp	16301-16371:1
NC_026531.1	CDS	ATP8	ATP synthase F0 subunit 8	16403-16631:1
NC_026531.1	CDS	COX1	cytochrome c oxidase subunit I	16733-17628:1,18598-19281:1
NC_026530.1	tRNA		tRNA-Met	0-71:1
NC_026530.1	rRNA		large subunit ribosomal RNA	71-2413:1
NC_026530.1	CDS	ND5	NADH dehydrogenase subunit 5	2900-3620:1,15144-16260:1
NC_026530.1	CDS	ND1	NADH dehydrogenase subunit 1	3965-4949:1
NC_026530.1	CDS	CYTB	cytochrome b	5054-6209:1
NC_026530.1	CDS	ND2	NADH dehydrogenase subunit 2	6929-8027:1
NC_026530.1	CDS	ND6	NADH dehydrogenase subunit 6	8058-8652:1
NC_026530.1	CDS	ATP6	ATP synthase F0 subunit 6	8710-9409:1
NC_026530.1	CDS	ND4	NADH dehydrogenase subunit 4	9835-11311:1
NC_026530.1	rRNA	ND5	small subunit ribosomal RNA	11352-12466:1
NC_026530.1	CDS	COX3	cytochrome c oxidase subunit III	12736-13525:1
NC_026530.1	CDS	COX2	cytochrome c oxidase subunit II	13561-14305:1
NC_026530.1	CDS	ND4L	NADH dehydrogenase subunit 4L	14341-14641:1
NC_026530.1	CDS	ND3	NADH dehydrogenase subunit 3	14655-15012:1
NC_026530.1	tRNA		tRNA-Trp	16301-16371:1
NC_026530.1	CDS	ATP8	ATP synthase F0 subunit 8	16403-16631:1
NC_026530.1	CDS	COX1	cytochrome c oxidase subunit I	16733-17628:1,18598-19281:1
NC_026527.1	CDS	ND5	NADH dehydrogenase subunit 5	0-720:1,11849-12965:1
NC_026527.1	CDS	ND1	NADH dehydrogenase subunit 1	1059-2043:1
NC_026527.1	CDS	CYTB	cytochrome b	2085-3237:1
NC_026527.1	CDS	ND2	NADH dehydrogenase subunit 2	3693-4791:1
NC_026527.1	CDS	ND6	NADH dehydrogenase subunit 6	4812-5418:1
NC_026527.1	CDS	ATP6	ATP synthase F0 subunit 6	5460-6159:1
NC_026527.1	CDS	ND4	NADH dehydrogenase subunit 4	6369-7848:1
NC_026527.1	rRNA	ND5	small subunit ribosomal RNA	7900-9069:1
NC_026527.1	CDS	COX3	cytochrome c oxidase subunit III	9458-10247:1
NC_026527.1	CDS	COX2	cytochrome c oxidase subunit II	10275-11019:1
NC_026527.1	CDS	ND4L	NADH dehydrogenase subunit 4L	11053-11353:1
NC_026527.1	CDS	ND3	NADH dehydrogenase subunit 3	11379-11736:1
NC_026527.1	tRNA		tRNA-Trp	12992-13062:1
NC_026527.1	CDS	ATP8	ATP synthase F0 subunit 8	13094-13313:1
NC_026527.1	CDS	COX1	cytochrome c oxidase subunit I	13294-14905:1
NC_026527.1	tRNA		tRNA-Met	15889-15960:1
NC_026527.1	rRNA		large subunit ribosomal RNA	15961-18262:1
NC_026193.1	CDS	COX1	cytochrome c oxidase subunit I	0-1597:1
NC_026193.1	rRNA		12S ribosomal RNA	1593-2689:1
NC_026193.1	CDS	ND1	NADH dehydrogenase subunit 1	2686-3682:1
NC_026193.1	CDS	CYTB	cytochrome b	3703-4864:1
NC_026193.1	CDS	ND6	NADH dehydrogenase subunit 6	5260-5815:1
NC_026193.1	CDS	ND3	NADH dehydrogenase subunit 3	5850-6204:1
NC_026193.1	CDS	ND4L	NADH dehydrogenase subunit 4L	6242-6536:1
NC_026193.1	CDS	mutS	DNA mismatch repair protein MutS	6550-9541:1
NC_026193.1	rRNA		16S ribosomal RNA	9545-11780:1
NC_026193.1	CDS	ND2	NADH dehydrogenase subunit 2	11754-12894:1
NC_026193.1	CDS	ND5	NADH dehydrogenase subunit 5	12881-14723:1
NC_026193.1	CDS	ND4	NADH dehydrogenase subunit 4	14747-16196:1
NC_026193.1	tRNA		tRNA-Met	16258-16329:-1
NC_026193.1	CDS	COX3	cytochrome c oxidase subunit III	16365-17151:-1
NC_026193.1	CDS	ATP6	ATP synthase F0 subunit 6	17178-17886:-1
NC_026193.1	CDS	ATP8	ATP synthase F0 subunit 8	17906-18122:-1
NC_026193.1	CDS	COX2	cytochrome c oxidase subunit II	18144-18906:-1
NC_026192.1	CDS	COX1	cytochrome c oxidase subunit I	0-1597:1
NC_026192.1	rRNA		12S ribosomal RNA	1591-2717:1
NC_026192.1	CDS	ND1	NADH dehydrogenase subunit 1	2716-3697:1
NC_026192.1	CDS	CYTB	cytochrome b	3841-5002:1
NC_026192.1	CDS	ND6	NADH dehydrogenase subunit 6	5022-5586:1
NC_026192.1	CDS	ND3	NADH dehydrogenase subunit 3	5629-5983:1
NC_026192.1	CDS	ND4L	NADH dehydrogenase subunit 4L	6011-6305:1
NC_026192.1	CDS	mutS	DNA mismatch repair protein MutS	6333-9270:1
NC_026192.1	rRNA		16S ribosomal RNA	9287-11498:1
NC_026192.1	CDS	ND2	NADH dehydrogenase subunit 2	11498-12638:1
NC_026192.1	CDS	ND5	NADH dehydrogenase subunit 5	12625-14497:1
NC_026192.1	CDS	ND4	NADH dehydrogenase subunit 4	14540-15989:1
NC_026192.1	tRNA		tRNA-Met	16051-16122:-1
NC_026192.1	CDS	COX3	cytochrome c oxidase subunit III	16166-16952:-1
NC_026192.1	CDS	ATP6	ATP synthase F0 subunit 6	16999-17707:-1
NC_026192.1	CDS	ATP8	ATP synthase F0 subunit 8	17727-17943:-1
NC_026192.1	CDS	COX2	cytochrome c oxidase subunit II	17965-18727:-1
NC_026026.1	CDS	ND5	NADH dehydrogenase subunit 5	0-720:1,12002-13118:1
NC_026026.1	CDS	ND1	NADH dehydrogenase subunit 1	1052-2036:1
NC_026026.1	CDS	CYTB	cytochrome b	2129-3293:1
NC_026026.1	CDS	ND2	NADH dehydrogenase subunit 2	3931-5029:1
NC_026026.1	CDS	ND6	NADH dehydrogenase subunit 6	5062-5656:1
NC_026026.1	CDS	ATP6	ATP synthase F0 subunit 6	5738-6437:1
NC_026026.1	CDS	ND4	NADH dehydrogenase subunit 4	6745-8221:1
NC_026026.1	rRNA	ND5	12S ribosomal RNA	8334-9370:1
NC_026026.1	CDS	COX3	cytochrome c oxidase subunit III	9607-10396:1
NC_026026.1	CDS	COX2	cytochrome c oxidase subunit II	10433-11177:1
NC_026026.1	CDS	ND4L	NADH dehydrogenase subunit 4L	11230-11530:1
NC_026026.1	CDS	ND3	NADH dehydrogenase subunit 3	11547-11904:1
NC_026026.1	tRNA		tRNA-Trp	13158-13228:1
NC_026026.1	CDS	ATP8	ATP synthase F0 subunit 8	13260-13476:1
NC_026026.1	CDS	COX1	cytochrome c oxidase subunit I	13599-14493:1,15457-16141:1
NC_026026.1	tRNA		tRNA-Met	16263-16334:1
NC_026026.1	rRNA		16S ribosomal RNA	17710-18315:1
NC_026025.1	CDS	ND5	NADH dehydrogenase subunit 5	0-720:1,12020-13136:1
NC_026025.1	CDS	ND1	NADH dehydrogenase subunit 1	1052-2036:1
NC_026025.1	CDS	CYTB	cytochrome b	2163-3327:1
NC_026025.1	CDS	ND2	NADH dehydrogenase subunit 2	3965-5063:1
NC_026025.1	CDS	ND6	NADH dehydrogenase subunit 6	5096-5690:1
NC_026025.1	CDS	ATP6	ATP synthase F0 subunit 6	5772-6471:1
NC_026025.1	CDS	ND4	NADH dehydrogenase subunit 4	6773-8249:1
NC_026025.1	rRNA	ND5	12S ribosomal RNA	8374-9404:1
NC_026025.1	CDS	COX3	cytochrome c oxidase subunit III	9623-10412:1
NC_026025.1	CDS	COX2	cytochrome c oxidase subunit II	10449-11193:1
NC_026025.1	CDS	ND4L	NADH dehydrogenase subunit 4L	11246-11546:1
NC_026025.1	CDS	ND3	NADH dehydrogenase subunit 3	11564-11921:1
NC_026025.1	tRNA		tRNA-Trp	13176-13246:1
NC_026025.1	CDS	ATP8	ATP synthase F0 subunit 8	13278-13494:1
NC_026025.1	CDS	COX1	cytochrome c oxidase subunit I	13617-14511:1,15475-16159:1
NC_026025.1	tRNA		tRNA-Met	16281-16352:1
NC_026025.1	rRNA		16S ribosomal RNA	17710-18315:1
NC_025472.1	CDS	ND5	NADH dehydrogenase subunit 5	0-714:1,7173-8295:1
NC_025472.1	CDS	ND1	NADH dehydrogenase subunit 1	823-1771:1
NC_025472.1	CDS	ATP6	ATP synthase F0 subunit 6	1823-2522:1
NC_025472.1	CDS	ND4	NADH dehydrogenase subunit 4	2521-3967:1
NC_025472.1	rRNA	ND5	12S ribosomal RNA	3968-4991:1
NC_025472.1	CDS	COX3	cytochrome c oxidase subunit III	4991-5771:1
NC_025472.1	CDS	COX2	cytochrome c oxidase subunit II	5758-6484:1
NC_025472.1	CDS	ND4L	NADH dehydrogenase subunit 4L	6473-6773:1
NC_025472.1	CDS	ND3	NADH dehydrogenase subunit 3	6774-7119:1
NC_025472.1	CDS	CYTB	cytochrome b	8818-9979:1
NC_025472.1	CDS	ND2	NADH dehydrogenase subunit 2	9974-11291:1
NC_025472.1	CDS	ND6	NADH dehydrogenase subunit 6	11292-11847:1
NC_025472.1	tRNA		tRNA-Trp	12249-12319:1
NC_025472.1	CDS	ATP8	ATP synthase F0 subunit 8	12322-12490:1
NC_025472.1	CDS	COX1	cytochrome c oxidase subunit I	12479-14045:1
NC_025472.1	tRNA		tRNA-Met	14040-14111:1
